,VH_20170401,VH_20170408,VH_20170415,VH_20170422,VH_20170429,VH_20170506,VH_20170513,VH_20170520,VH_20170527,VH_20170603,VH_20170610,VH_20170617,VH_20170624,VH_20170701,VH_20170708,VH_20170715,VH_20170722,VV_20170401,VV_20170408,VV_20170415,VV_20170422,VV_20170429,VV_20170506,VV_20170513,VV_20170520,VV_20170527,VV_20170603,VV_20170610,VV_20170617,VV_20170624,VV_20170701,VV_20170708,VV_20170715,VV_20170722,gws_gewasc
000122fd67c820a51e30,0.00924723655406,0.0081564582964,0.00906489155004,0.0100236129555,0.0151189491804,0.0112443405602,0.0111704213664,0.0153076600055,0.0135836627266,0.0102238374616,0.0100961546871,0.0156378377792,0.0188633841038,0.0152550577331,0.0144525890657,0.0119638425309,0.0118560279765,0.0286227706595,0.029541219483,0.037483034448,0.0321546704782,0.0456541963659,0.0397386289868,0.0353307317743,0.0442678632796,0.030490682606,0.0355070555855,0.0449786360101,0.0435098713743,0.0580516945866,0.0535482130812,0.050250093571,0.0394587796946,0.0536566725316,0
00014a491b5083e9f394,0.00819654704492,0.00706346501361,0.0078870146618,0.00878442263765,0.0117569938564,0.0099912028182,0.0098942320121,0.0110310543468,0.0118079305498,0.00955882115428,0.00889923022607,0.0115360205337,0.0154761656928,0.011727457375,0.0116378757278,0.0118989558041,0.0119037438626,0.0263273287866,0.0233047603967,0.0283710670872,0.028863790325,0.031967347077,0.0271119057183,0.0302517446939,0.0361979154827,0.0312892927302,0.0271607683158,0.0323250148216,0.0361552840475,0.048977601434,0.0445731097582,0.0363047357188,0.0378627800706,0.0400489609878,0
00013ede0fece97b4866,0.00993781227061,0.0083762210996,0.0084346386333,0.0123522983138,0.0148489938631,0.0128122204197,0.0149023865434,0.0140003476959,0.0106524696399,0.0086727312509,0.0100322728976,0.0130819408346,0.0172805641086,0.0139536685995,0.0138416174643,0.012405965191,0.0161567239968,0.0294087435888,0.0236860915041,0.0331265002581,0.0354220263628,0.0463377804168,0.0416560327578,0.0510044217083,0.0431963956903,0.0350280380945,0.0285936387099,0.0431706802628,0.0406104895502,0.0501791049808,0.0417558434918,0.043570432324,0.0429810551172,0.0442688589215,0
00019d1cc55a2ed66954,0.00809805505068,0.0109237641106,0.00822155439415,0.008963982357,0.00436571173135,0.0040650734719,0.00522379723841,0.00724368365885,0.017770162108,0.0274154718038,0.0188039531601,0.0221854003701,0.0319341237243,0.0242624849055,0.0261694073511,0.0288314398858,0.0260432736482,0.0727328907108,0.0934566850605,0.0879041163009,0.0691683534449,0.0384579004846,0.0431052929201,0.0611983995802,0.0550457510163,0.132812386417,0.107014222982,0.0799976168878,0.119838753542,0.120298628584,0.107380321061,0.111017671601,0.121951730466,0.116987793117,1
0001637060ce50477b8c,0.0114100105206,0.0124610054959,0.00992196695589,0.00987214548178,0.00848903640772,0.00777019182208,0.00876386595667,0.00846437978022,0.0090215501245,0.0115976233914,0.011338367682,0.010805409816,0.0138110160917,0.00899720513185,0.0159041252001,0.00948760103648,0.0110106302174,0.0432638366018,0.0408783143425,0.0367725055107,0.0325161919546,0.0281711588916,0.021968174751,0.0259304534976,0.0216620721095,0.028777085727,0.0415881242373,0.045494661215,0.0518331777821,0.0501894838455,0.0391359666457,0.0513042747644,0.0337276192392,0.0382242689806,0
0001660f3d53eee94829,0.0128762760683,0.0156019604851,0.0140657943968,0.0151375291957,0.0162430079889,0.0150656732606,0.0148326460502,0.0146171482955,0.0139571675866,0.0148014366218,0.0149702004475,0.0127238363867,0.0169756948964,0.0138267803111,0.0156961855082,0.0119327446989,0.0131659891582,0.053675584264,0.0602508253078,0.053119103579,0.0515261899404,0.056358788152,0.0571723075067,0.0529582525047,0.0485377880643,0.0523835571302,0.0529380356431,0.0500881913623,0.0554444682526,0.0673664236841,0.0526279251089,0.0613428315083,0.0495825031929,0.0507386194866,0
0001048ab643efe218fa,0.0102506473114,0.0104507167834,0.00911651738831,0.00873167643754,0.00999718001829,0.00884448454505,0.0089503809802,0.00787941837481,0.007864826955,0.00816554189543,0.00807330971857,0.0120293559817,0.0185487266836,0.0121684706036,0.0121534892918,0.0105543748835,0.0105707540283,0.0412589798249,0.0411873073208,0.0367421868965,0.0357732601205,0.0350331380792,0.0285982066742,0.0259035565217,0.0215925383799,0.0225544602293,0.0214782874976,0.0251397699234,0.0495366760857,0.0628924085035,0.0367584342901,0.038716252003,0.0365666316236,0.0403111601225,0
0001f2c19d2c4aba67a0,0.010667902608,0.0095162518203,0.00735864632218,0.0097255837622,0.0111948491402,0.0136046705904,0.0120641035257,0.0115928572809,0.0110484927329,0.0127487003742,0.0122558322583,0.0121367979475,0.0166809356143,0.0140225511922,0.0154412996312,0.016010560988,0.0159114514897,0.0394791387161,0.0387354744922,0.0419854071037,0.0349550728297,0.0365983479693,0.0383157741999,0.0441211582421,0.0393305855814,0.0411074367001,0.0532813770497,0.0428788783337,0.0415019282651,0.0511701182513,0.044800477951,0.0527230778718,0.0581966437652,0.0575420635975,0
0001900515397bc6ce1e,0.0105711276062,0.0108970274065,0.00974310078439,0.00941123952343,0.0103833792354,0.012501603224,0.013815693841,0.0117273906398,0.0101944040693,0.0128443427967,0.0113102762573,0.0138652790693,0.0173676657755,0.0123897460983,0.0174032251535,0.0115546528544,0.014156141023,0.041972880858,0.0398769364647,0.039600728525,0.0411716038164,0.037419582382,0.0370840719058,0.0482969894094,0.037621216765,0.0437723192364,0.041902884499,0.0498658610827,0.0650167369138,0.0609844217609,0.0509872131897,0.0469946593437,0.0448315264066,0.0499604631013,0
000144b004a0c2654207,0.00742694411421,0.0101282390791,0.00999090462262,0.0100964290392,0.00607985381915,0.00449179406411,0.00545385705958,0.00473035953149,0.00551745048822,0.0112319061289,0.0108999326992,0.0242049933312,0.0280263973322,0.0230597030622,0.0248612345096,0.0282850242849,0.0263916266353,0.0547235016668,0.0621137339494,0.0798807753016,0.0871409947271,0.0561192337907,0.0459509675868,0.0644272451969,0.0492060516973,0.0522114482932,0.075570746339,0.0608024722608,0.116171410344,0.105901372982,0.0868930066051,0.0827732726758,0.0985704080482,0.102070340461,1
00014d90df00a7b27580,0.00851634082241,0.0102365966667,0.00953434853768,0.00847183810748,0.00802587819958,0.00813992994592,0.00909498125816,0.00914925122633,0.0116876402919,0.0130317538254,0.0120834818156,0.0126664628027,0.0171109596949,0.0101496058521,0.0113593598987,0.00973340147753,0.0109151145526,0.0390521761225,0.0400432665224,0.0361302150742,0.033412886032,0.0286744389963,0.0260057491111,0.0277168441087,0.0281715844811,0.0360876793412,0.049956199807,0.0345551783568,0.0460653864127,0.0571739852769,0.0333306410814,0.0316092477506,0.0340510357475,0.0386157139396,0
000130884152f3156f7a,0.0105413160284,0.0107421977902,0.0100318909381,0.0104348173644,0.00921831901085,0.00806382348432,0.00843610574393,0.00723250794192,0.0125466498636,0.0138533394567,0.0130058133646,0.011286399075,0.0137805419644,0.0106320071463,0.0133515965915,0.0103169450666,0.0124346535303,0.0354984307202,0.0383994662067,0.0327785307657,0.0357006199954,0.0266916244788,0.0224080366434,0.0256939399371,0.024013343907,0.0370652828913,0.0544306452115,0.0428889304799,0.0444676136641,0.0479576742286,0.039623814906,0.0422321173604,0.0331882634898,0.0475441706094,0
00013c002937c1ad126b,0.00851651015612,0.00715997364006,0.00970715759577,0.00950650614444,0.00797437171248,0.0102693975088,0.0118774095679,0.0100423673602,0.00898902600117,0.00843448152302,0.0102852425597,0.0133936325376,0.0173258151208,0.0122707233237,0.0143382814956,0.0100155576528,0.0115393725678,0.0269611418419,0.0208420925661,0.0301222719132,0.0294581736284,0.0224217630405,0.0321741665534,0.0367871039835,0.0332687499079,0.0276507903666,0.0315994953144,0.0307907017731,0.041653966268,0.0490262230676,0.0389962169848,0.0451556878797,0.0322520014974,0.0387084869788,0
0001df8936b39c19136a,0.00953360712117,0.00935806571546,0.00763092865352,0.0079974047079,0.00662759039603,0.0118954698512,0.0120702920194,0.00844343268566,0.00806978073444,0.0129845998973,0.0146472828668,0.0134989622429,0.0148838831607,0.0120335787792,0.0128670024141,0.0126280594297,0.0160194318171,0.0369708880497,0.0302170592585,0.0238220247546,0.0249372648008,0.0176350337668,0.029671739023,0.0344755571008,0.0241443410317,0.0265812725766,0.0578860343089,0.0397652584018,0.0497445702244,0.0501837730485,0.0382499939467,0.039891029927,0.0424286032132,0.0456385969217,0
00015f43aeae5fc1be88,0.00783123792057,0.00670892432408,0.00606627132174,0.00780607227675,0.00733486465816,0.0131492696019,0.0139274034361,0.0111719822038,0.00890604523517,0.010046966817,0.0125235742339,0.0125016012338,0.0149973082701,0.0115467768184,0.0132470989045,0.0144065610777,0.0164073595403,0.0257916931628,0.0206041024282,0.0226060271022,0.0259778078688,0.0211937973362,0.0384300351282,0.0417380592931,0.0302437768571,0.0271476237476,0.0384118664117,0.0382368333925,0.04977197245,0.0461968088154,0.038384925042,0.0393732116847,0.0482144765186,0.0570154822652,0
000129aadcd0a6a33679,0.011867237561,0.0119134659517,0.00954150561291,0.00975650633371,0.010949572217,0.00920143952007,0.0100608100387,0.00976389028672,0.00828589030152,0.0101268138315,0.00996771981112,0.0139646034802,0.0162918084016,0.0121916618793,0.0140757171734,0.0120933101549,0.0140526656968,0.0365821589103,0.0386067599699,0.0393763635568,0.0389484647673,0.0352275881344,0.0336050073817,0.0277875145492,0.0224125847321,0.021129148884,0.0283705222831,0.0282223485103,0.0487870665397,0.0523889705147,0.0387634208147,0.0443966581726,0.0384476163243,0.0604985426357,0
0001c8d5983a50598196,0.00896538511289,0.00986321327588,0.00744662934821,0.00816521108695,0.00702779048091,0.0139520504456,0.0144758297984,0.0112858632931,0.00875752006759,0.00963289943174,0.0135150054681,0.0167464556772,0.020108351485,0.0143228981635,0.0141350111548,0.0103924989105,0.0127903293476,0.023233808941,0.0332442153116,0.0268342585123,0.0285116500836,0.0208896300025,0.0328111748216,0.0403796413409,0.0307743460617,0.025008708714,0.0300538651013,0.044414710037,0.060195396902,0.0601342486565,0.0444014170788,0.0446834334182,0.0329553704468,0.0420443273487,0
00018c912656af0c7bc7,0.00652580664862,0.00996620541131,0.00831710825727,0.00829679580343,0.00743368661187,0.0118882301988,0.0127275376219,0.0103852133791,0.00955306408059,0.012473917244,0.0120550465537,0.0142139166938,0.0182380687594,0.0123597688207,0.0142029450459,0.00956462450101,0.0109880934378,0.0221854734605,0.0300268153353,0.0281177442287,0.0271906775882,0.024558140927,0.0339928939901,0.0386020395227,0.0289607202271,0.0301037741223,0.0398735116635,0.0436009416689,0.0560883143689,0.0588873667018,0.0447621295683,0.045971776041,0.0280731364618,0.0403675245492,0
0001ff4efd9b9d861b6d,0.0116064353271,0.0129884964603,0.0109547189664,0.0105615166069,0.00912688080946,0.0151705068379,0.0153878639754,0.0126342017877,0.0106038871159,0.0122261907655,0.0141527909004,0.0166193446563,0.0170386798931,0.0131073234991,0.0131013461897,0.0150796302075,0.0174162453861,0.0366052611144,0.0391029696954,0.0369822910434,0.0327876839961,0.0253755518145,0.0462494409277,0.047167472898,0.0295064287123,0.0287579517254,0.0356222808517,0.040693654589,0.0525653873205,0.0533016977459,0.0454743310524,0.0442392532866,0.0575882702654,0.0670011144416,0
000110492185b7e89ac2,0.0129743523803,0.0136417319036,0.0118881474008,0.0105817267261,0.00774438558829,0.00719892526233,0.00813249357996,0.00772446057276,0.00797471383403,0.0146798755589,0.0162704877986,0.0229061857042,0.0294074156945,0.0252722987551,0.0234503888092,0.0227685579554,0.0242334360232,0.0713793660654,0.0984737505459,0.092291450044,0.0689218247898,0.0621228358282,0.0607452202427,0.0873698324495,0.0623274261772,0.0603834125686,0.0933718271336,0.0819708085748,0.125896439651,0.134375832399,0.126496668861,0.0997443763153,0.0982421143445,0.100072828822,1
0001363a708b3d564449,0.0074688486477,0.011693595312,0.00942683656324,0.0085760987476,0.0070640766914,0.0129696947673,0.0114534397337,0.0110048614794,0.0115777222905,0.01213285016,0.0148096850289,0.016791286351,0.0180966378205,0.0138598689806,0.0126036483976,0.00917082922675,0.0122490410361,0.0253634331977,0.0332445333505,0.0337460848686,0.0332751619522,0.0247562454504,0.0347603040384,0.030165582579,0.0311241307252,0.0316363198702,0.0346599662763,0.0450380104522,0.0596643606843,0.0645014677415,0.0403758757061,0.0336256092934,0.028404284921,0.0493540651897,0
0001660b4756871dbd01,0.0108824354636,0.00985587207396,0.00991129877818,0.0105738045963,0.00958227125616,0.0132323628326,0.0125577066221,0.0119497881595,0.0111591971845,0.0119218650942,0.013868416396,0.0154668936782,0.0198368932493,0.0131262624538,0.0116988936121,0.0107478633678,0.0173030923046,0.0344977806871,0.0255023484521,0.0312144447549,0.0321524720915,0.0243137554159,0.0401712711419,0.0354228702806,0.0327083526061,0.0303590397544,0.0366662054101,0.0420381214158,0.0495244144618,0.0564933191803,0.0398569615932,0.03329253226,0.0385397190393,0.058278706349,0
0001c19b0f7ea3ae44d3,0.00784592433781,0.00785860151178,0.00743109969642,0.00766707099703,0.0116629435038,0.0134995384914,0.0136105400682,0.0102910816203,0.00976121039218,0.0136792647616,0.0141187546193,0.0157470441565,0.015038017287,0.0129112086536,0.0168902381759,0.0124404666373,0.0129678690178,0.0250869146709,0.0223595709693,0.0222367974575,0.0241928834716,0.0386225467677,0.0406292625296,0.0449813935452,0.029898492435,0.0304249343523,0.0412201187945,0.0442890752468,0.0510395970226,0.0494049643346,0.0409659207078,0.0502135409639,0.0436561303584,0.0483488547961,0
000134f594bb47830fb5,0.00765892610375,0.00715490226726,0.00641869290984,0.0072111834439,0.0163981583346,0.0136005533659,0.0120185153304,0.00997336462322,0.0137744412055,0.0144977369111,0.0135115645199,0.0145080539789,0.0191130711004,0.0125336736913,0.0147572577491,0.0121669508054,0.014684779515,0.0244921612836,0.0232692141463,0.0234085330281,0.0230156265134,0.0574823995377,0.0417515690101,0.0357090930205,0.0290214837324,0.0392148552528,0.0425196825852,0.0448576171749,0.0573509367271,0.0634480290565,0.0417979305828,0.041050388893,0.0375842086825,0.047074703869,0
00015cdda14b0a32570e,0.0126707173364,0.0199074760904,0.0166690994032,0.0153107660596,0.0213586249102,0.0140010992618,0.014914679886,0.0105853134405,0.0198168043873,0.0103581833158,0.00962412495526,0.0114954361634,0.0181489600537,0.0113011038043,0.0192691776478,0.0180302373067,0.017438461581,0.0550970645006,0.075372574901,0.0649823613376,0.0538397672298,0.0612600639624,0.0395421579391,0.0443780940203,0.0381026110475,0.0380539484325,0.0387044378137,0.0363446370807,0.049561841657,0.0621638891917,0.0407632617246,0.0484775113939,0.0483746181899,0.0630540472864,0
0001cedac30a3832bbb9,0.0124627235243,0.0143673379824,0.0091666997412,0.00775852945626,0.00485434356367,0.00417230222748,0.00574823537715,0.00500244199542,0.00883352725891,0.0130990219449,0.012252877638,0.0238238610061,0.0273031445675,0.0250687562767,0.0269139447574,0.0259690591171,0.0251842239564,0.0603509612432,0.0866165483831,0.0688442072961,0.050366044204,0.0344608610951,0.0331334384403,0.0476720637091,0.0370309033594,0.0565889399823,0.05991773273,0.0629695703205,0.111496566402,0.124006192265,0.138120374751,0.115012277376,0.122070118873,0.116810928585,1
